v -4.88204	0.130093	2.43333	
v -5.11991	0.14004	2.15672	
v -4.94053	0.150181	2.46089	
v -0.868185	-1.65872	0.678449	
v -0.266995	-1.48832	0.661254	
v -1.00421	-1.5167	1.0107	
v -0.518024	1.22383	1.37899	
v -1.00421	1.5167	1.0107	
v -1.33202	1.09408	1.6266	
v -1.17528	0.300343	2.32734	
v -0.62245	0.181096	2.39157	
v -0.607041	0.325233	2.29206	
v -0.371324	2.2656e-07	-1.39062	
v -1.04918	2.55073e-07	-1.56563	
v -1.00135	0.431867	-1.54118	
v 1.39363	-1.02642	-1.81757	
v 1.4032	-1.02761	-1.48338	
v 1.28721	-1.12808	-1.85334	
v -0.267435	0.861785	-1.09278	
v -0.945418	0.974644	-1.2893	
v -0.276592	1.04761	-0.98894	
v -3.90176	1.45401	0.580721	
v -4.30467	1.31247	0.746946	
v -4.01441	1.39406	0.792202	
v -0.27986	-1.41261	-0.477925	
v -0.260594	-1.23582	-0.782423	
v 0.203171	-1.03771	-0.711876	
v -4.66607	-1.07302	0.366399	
v -4.84044	-0.6969	0.652129	
v -4.77066	-0.824379	0.352317	
v -4.37865	2.30005e-07	-1.41176	
v -4.18873	-0.498621	-1.51959	
v -4.39059	-0.486519	-1.43002	
v -0.260594	1.23582	-0.782423	
v -0.27986	1.41261	-0.477925	
v 0.184604	1.14897	-0.513843	
v 2.88319	-1.15453e-08	0.0708646	
v 2.89102	-0.226851	0.0608141	
v 2.63862	4.86917e-08	-0.298867	
v -2.51556	1.00749	-0.965389	
v -2.62325	0.82889	-1.25782	
v -2.66821	0.944674	-1.09277	
v 3.20365	-0.441354	1.02604	
v 3.43291	-0.519972	1.45531	
v 3.13577	-0.509857	1.29021	
v -2.90562	-1.5788	0.175906	
v -2.42489	-1.63546	-0.574703	
v -2.44667	-1.74998	-0.292972	
v -0.955883	-1.22512	-1.13971	
v -0.267435	-0.861785	-1.09278	
v -0.276592	-1.04761	-0.98894	
v 3.72567	1.63469	2.94558	
v 3.75913	1.54003	2.96731	
v 3.77108	1.45917	2.84537	
v 1.43262	-0.917894	-1.81558	
v 1.36975	-0.735445	-1.47562	
v 1.43871	-0.929316	-1.46423	
